Order_ID,Date,Year,Month,Quarter,Product,Category,Region,Channel,Units_Sold,Unit_Price,Revenue,COGS,Gross_Profit,Discount_Pct,Net_Revenue
1016,2022-01-27,2024,Jan,Q1,Gems,Value,South India,Institutional,769,20,14912.8,10766,4588.9,0.07,14303.4
1017,2022-01-07,2023,Jan,Q1,Celebrations Box,Premium,South India,E-Commerce,533,250,116424.02,95940,30432.24,0.06,125255
1018,2022-01-21,2024,Jan,Q1,Oreo,Mid-range,South India,E-Commerce,1637,40,74611.46,45836,22689.52,0.14,56312.8
1019,2022-01-18,2023,Jan,Q1,Fuse,Value,South India,Modern Trade,1447,35,46724.98,34728,14491.02,0.1,45580.5
1020,2022-01-09,2025,Jan,Q1,Caramel,Mid-range,South India,General Trade,534,55,35105.95,20292,8951.45,0.07,27314.1
1021,2022-01-25,2025,Jan,Q1,Dairy Milk,Mid-range,West India,General Trade,1602,45,102151.57,56070,21896.71,0.05,68485.5
1022,2022-01-26,2024,Jan,Q1,Dairy Milk Silk,Premium,West India,Modern Trade,669,75,80502.99,34788,17253.8,0.12,44154
1023,2022-01-07,2024,Jan,Q1,5 Star,Value,West India,E-Commerce,1021,30,21351.91,22462,5218.36,0.04,29404.8
1024,2022-01-13,2023,Jan,Q1,Perk,Value,West India,E-Commerce,635,25,12078.83,11430,2489.2,0.1,14287.5
1025,2022-01-08,2023,Jan,Q1,Bournville,Premium,West India,Institutional,492,90,49268.79,31980,9928.17,0.04,42508.8
1026,2022-01-19,2025,Jan,Q1,Gems,Value,West India,E-Commerce,1729,20,35494.39,24206,6819.26,0.09,31467.8
1027,2022-01-05,2023,Jan,Q1,Celebrations Box,Premium,West India,Institutional,941,250,266134.76,169380,53148.8,0.03,228192.5
1028,2022-01-28,2023,Jan,Q1,Oreo,Mid-range,West India,Institutional,386,40,13439.53,10808,3526.2,0.11,13741.6
1029,2022-01-26,2023,Jan,Q1,Fuse,Value,West India,Modern Trade,513,35,17128.63,12312,5288.03,0.09,16339.05
1030,2022-01-13,2023,Jan,Q1,Caramel,Mid-range,West India,Institutional,1421,55,73170.23,53998,18920.69,0.01,77373.45
1031,2022-01-18,2024,Jan,Q1,Dairy Milk,Mid-range,East India,Institutional,1283,45,99764.27,44905,23005.41,0.04,55425.6
1032,2022-01-22,2025,Jan,Q1,Dairy Milk Silk,Premium,East India,Modern Trade,1593,75,160067.51,82836,33848.16,0.11,106332.75
1033,2022-01-04,2024,Jan,Q1,5 Star,Value,East India,E-Commerce,1774,30,35283.53,39028,11837.76,0.1,47898
1034,2022-01-01,2025,Jan,Q1,Perk,Value,East India,E-Commerce,1090,25,20795.88,19620,4093.83,0.02,26705
1035,2022-01-17,2024,Jan,Q1,Bournville,Premium,East India,E-Commerce,1225,90,109894.06,79625,20443.56,0.11,98122.5
1036,2022-01-27,2023,Jan,Q1,Gems,Value,East India,Modern Trade,1982,20,42954.77,27748,10356.05,0.09,36072.4
1037,2022-01-06,2024,Jan,Q1,Celebrations Box,Premium,East India,General Trade,513,250,110930.33,92340,33476,0.06,120555
1038,2022-01-01,2024,Jan,Q1,Oreo,Mid-range,East India,Modern Trade,1426,40,55303.87,39928,10432.33,0.05,54188
1039,2022-01-27,2024,Jan,Q1,Fuse,Value,East India,Modern Trade,943,35,37788,22632,7532.34,0.13,28714.35
1040,2022-01-19,2024,Jan,Q1,Caramel,Mid-range,East India,E-Commerce,690,55,41075.54,26220,10296.27,0.01,37570.5
1041,2022-01-27,2024,Jan,Q1,Dairy Milk,Mid-range,International,Modern Trade,375,45,23287.2,13125,5103.1,0.11,15018.75
1042,2022-01-05,2025,Jan,Q1,Dairy Milk Silk,Premium,International,Modern Trade,1757,75,167396.47,91364,58302.56,0.08,121233
1043,2022-01-18,2024,Jan,Q1,5 Star,Value,International,General Trade,1551,30,34095.23,34122,10056.99,0.07,43272.9
1044,2022-01-20,2024,Jan,Q1,Perk,Value,International,General Trade,742,25,12257.98,13356,2492.38,0.08,17066
1045,2022-01-25,2024,Jan,Q1,Bournville,Premium,International,Institutional,633,90,64806.73,41145,19961.79,0.14,48994.2
1046,2022-01-22,2024,Jan,Q1,Gems,Value,International,General Trade,1660,20,35182,23240,7592.63,0.05,31540
1047,2022-01-15,2025,Jan,Q1,Celebrations Box,Premium,International,E-Commerce,1097,250,258547.29,197460,64859.85,0.13,238597.5
1048,2022-01-11,2025,Jan,Q1,Oreo,Mid-range,International,Modern Trade,707,40,26925.54,19796,7864.67,0.03,27431.6
1049,2022-01-19,2024,Jan,Q1,Fuse,Value,International,Modern Trade,1404,35,46446.85,33696,8624.39,0.08,45208.8
1050,2022-01-21,2023,Jan,Q1,Caramel,Mid-range,International,General Trade,214,55,10973.38,8132,2137.89,0.01,11652.3
1051,2022-02-02,2024,Feb,Q1,Dairy Milk,Mid-range,North India,Modern Trade,801,45,51842.34,28035,11832.91,0.01,35684.55
1052,2022-02-09,2025,Feb,Q1,Dairy Milk Silk,Premium,North India,E-Commerce,414,75,53430.71,21528,18221.73,0.08,28566
1053,2022-02-24,2023,Feb,Q1,5 Star,Value,North India,Institutional,765,30,17832.62,16830,5685.41,0.08,21114
1054,2022-02-26,2023,Feb,Q1,Perk,Value,North India,Institutional,836,25,15437.24,15048,2972.52,0.12,18392
1055,2022-02-22,2024,Feb,Q1,Bournville,Premium,North India,Institutional,706,90,67984.58,45890,12951.85,0.01,62904.6
1056,2022-02-15,2025,Feb,Q1,Gems,Value,North India,Institutional,1110,20,22058.65,15540,6212.55,0.06,20868
1057,2022-02-21,2024,Feb,Q1,Celebrations Box,Premium,North India,Modern Trade,1894,250,501590.36,340920,101958.18,0.1,426150
1058,2022-02-11,2025,Feb,Q1,Oreo,Mid-range,North India,Modern Trade,388,40,18404.17,10864,4284.7,0.06,14588.8
1059,2022-02-18,2025,Feb,Q1,Fuse,Value,North India,Modern Trade,850,35,29110.37,20400,5956.71,0.03,28857.5
1060,2022-02-09,2023,Feb,Q1,Caramel,Mid-range,North India,Institutional,584,55,34768.96,22192,9913.94,0.06,30192.8
1061,2022-02-03,2024,Feb,Q1,Dairy Milk,Mid-range,South India,Institutional,853,45,50424.41,29855,14788.73,0.13,33394.95
1062,2022-02-18,2024,Feb,Q1,Dairy Milk Silk,Premium,South India,Institutional,2224,75,211274.77,115648,47796.95,0.13,145116
1063,2022-02-18,2023,Feb,Q1,5 Star,Value,South India,Modern Trade,363,30,8488.83,7986,2303.36,0.1,9801
1064,2022-02-28,2024,Feb,Q1,Perk,Value,South India,Modern Trade,469,25,10283.28,8442,3597.67,0.14,10083.5
1065,2022-02-16,2025,Feb,Q1,Bournville,Premium,South India,General Trade,648,90,57278.6,42120,11510.52,0.06,54820.8
1066,2022-02-02,2025,Feb,Q1,Gems,Value,South India,General Trade,2364,20,43789.41,33096,14915.94,0.06,44443.2
1067,2022-02-13,2024,Feb,Q1,Celebrations Box,Premium,South India,General Trade,1171,250,334710.17,210780,79308.18,0,292750
1068,2022-02-10,2023,Feb,Q1,Oreo,Mid-range,South India,E-Commerce,2166,40,78690.7,60648,16073,0.12,76243.2
1069,2022-02-26,2025,Feb,Q1,Fuse,Value,South India,Institutional,1951,35,69135.11,46824,12829.88,0.14,58725.1
1070,2022-02-07,2025,Feb,Q1,Caramel,Mid-range,South India,Institutional,620,55,33243.05,23560,9731.19,0.03,33077
1071,2022-02-02,2023,Feb,Q1,Dairy Milk,Mid-range,West India,Modern Trade,1663,45,94037.96,58205,24378.76,0.11,66603.15
1072,2022-02-16,2025,Feb,Q1,Dairy Milk Silk,Premium,West India,E-Commerce,380,75,35191.48,19760,8523.75,0.01,28215
1073,2022-02-03,2025,Feb,Q1,5 Star,Value,West India,General Trade,379,30,8691,8338,2511.78,0.14,9778.2
1074,2022-02-22,2024,Feb,Q1,Perk,Value,West India,General Trade,408,25,8726.92,7344,2189.1,0.09,9282
1075,2022-02-19,2023,Feb,Q1,Bournville,Premium,West India,General Trade,1231,90,116611.27,80015,23129.73,0.02,108574.2
1076,2022-02-20,2023,Feb,Q1,Gems,Value,West India,General Trade,1662,20,28536.71,23268,8348.74,0.09,30248.4
1077,2022-02-19,2023,Feb,Q1,Celebrations Box,Premium,West India,Modern Trade,1269,250,366616,228420,93932.45,0.1,285525
1078,2022-02-23,2025,Feb,Q1,Oreo,Mid-range,West India,E-Commerce,880,40,34918.16,24640,10729.44,0.03,34144
1079,2022-02-05,2024,Feb,Q1,Fuse,Value,West India,E-Commerce,825,35,29775.78,19800,5852.83,0.04,27720
1080,2022-02-25,2023,Feb,Q1,Caramel,Mid-range,West India,E-Commerce,1363,55,67481.28,51794,14243.11,0.05,71216.75
1081,2022-02-19,2023,Feb,Q1,Dairy Milk,Mid-range,East India,Modern Trade,262,45,14908.72,9170,2694.97,0.07,10964.7
1082,2022-02-17,2023,Feb,Q1,Dairy Milk Silk,Premium,East India,Modern Trade,420,75,53095.89,21840,10859.7,0.08,28980
1083,2022-02-03,2023,Feb,Q1,5 Star,Value,East India,E-Commerce,565,30,14266.96,12430,4116.99,0.14,14577
1084,2022-02-15,2024,Feb,Q1,Perk,Value,East India,General Trade,1147,25,22499.73,20646,5182.96,0.04,27528
1085,2022-02-26,2024,Feb,Q1,Bournville,Premium,East India,E-Commerce,1742,90,201704.75,113230,48755.85,0.15,133263
1086,2022-02-10,2025,Feb,Q1,Gems,Value,East India,Modern Trade,1880,20,33586.11,26320,6114.2,0.12,33088
1087,2022-02-04,2023,Feb,Q1,Celebrations Box,Premium,East India,Modern Trade,2397,250,640568.87,431460,146554.83,0.02,587265
1088,2022-02-09,2024,Feb,Q1,Oreo,Mid-range,East India,Modern Trade,2064,40,85839.87,57792,29450.45,0.08,75955.2
1089,2022-02-11,2023,Feb,Q1,Fuse,Value,East India,E-Commerce,1725,35,60413.34,41400,17090.21,0.03,58563.75
1090,2022-02-09,2024,Feb,Q1,Caramel,Mid-range,East India,General Trade,1928,55,126895.76,73264,34816.18,0.1,95436
1091,2022-02-28,2024,Feb,Q1,Dairy Milk,Mid-range,International,Institutional,856,45,56058.07,29960,10635.15,0.14,33127.2
1092,2022-02-27,2023,Feb,Q1,Dairy Milk Silk,Premium,International,Modern Trade,466,75,43935.3,24232,11842.75,0.1,31455
1093,2022-02-25,2024,Feb,Q1,5 Star,Value,International,E-Commerce,348,30,9231.94,7656,2868.26,0,10440
1094,2022-02-06,2025,Feb,Q1,Perk,Value,International,General Trade,1804,25,33175.67,32472,7369.48,0.15,38335
1095,2022-02-18,2024,Feb,Q1,Bournville,Premium,International,Institutional,1594,90,147598.05,103610,41223.2,0.11,127679.4
1096,2022-02-23,2023,Feb,Q1,Gems,Value,International,Modern Trade,514,20,10574.64,7196,3624.57,0.01,10177.2
1097,2022-02-12,2025,Feb,Q1,Celebrations Box,Premium,International,General Trade,1580,250,359872.6,284400,74992.15,0.01,391050
1098,2022-02-10,2025,Feb,Q1,Oreo,Mid-range,International,General Trade,1296,40,54036.77,36288,10068.9,0.02,50803.2
1099,2022-02-02,2025,Feb,Q1,Fuse,Value,International,E-Commerce,2196,35,69860.62,52704,23883.47,0.15,65331
1100,2022-02-22,2025,Feb,Q1,Caramel,Mid-range,International,E-Commerce,756,55,35885.61,28728,12112.94,0.1,37422
1101,2022-03-28,2024,Mar,Q1,Dairy Milk,Mid-range,North India,Modern Trade,924,45,57808.26,32340,17340.67,0.12,36590.4
1102,2022-03-08,2025,Mar,Q1,Dairy Milk Silk,Premium,North India,Institutional,1471,75,185898.44,76492,44006.42,0.11,98189.25
1103,2022-03-14,2024,Mar,Q1,5 Star,Value,North India,General Trade,1838,30,46220.13,40436,8888.37,0.12,48523.2
1104,2022-03-11,2025,Mar,Q1,Perk,Value,North India,Modern Trade,567,25,11487.65,10206,3691.81,0.11,12615.75
1105,2022-03-24,2025,Mar,Q1,Bournville,Premium,North India,Institutional,1842,90,205764.7,119730,69700.94,0.1,149202
1106,2022-03-23,2025,Mar,Q1,Gems,Value,North India,General Trade,746,20,15285.36,10444,5020.45,0.02,14621.6
1107,2022-03-28,2024,Mar,Q1,Celebrations Box,Premium,North India,Modern Trade,983,250,251090.63,176940,64060.49,0.13,213802.5
1108,2022-03-15,2025,Mar,Q1,Oreo,Mid-range,North India,Institutional,655,40,28793.09,18340,8940.19,0.03,25414
1109,2022-03-28,2025,Mar,Q1,Fuse,Value,North India,E-Commerce,825,35,24785.44,19800,7051.98,0.12,25410
1110,2022-03-07,2023,Mar,Q1,Caramel,Mid-range,North India,General Trade,656,55,37990.77,24928,11137.77,0,36080
1111,2022-03-03,2024,Mar,Q1,Dairy Milk,Mid-range,South India,Institutional,872,45,67154.21,30520,13671.27,0.04,37670.4
1112,2022-03-13,2025,Mar,Q1,Dairy Milk Silk,Premium,South India,E-Commerce,919,75,105789.09,47788,33173.92,0.1,62032.5
1113,2022-03-09,2025,Mar,Q1,5 Star,Value,South India,E-Commerce,256,30,5275.6,5632,1034.91,0.02,7526.4
1114,2022-03-09,2025,Mar,Q1,Perk,Value,South India,General Trade,1389,25,29043.23,25002,5772.75,0.14,29863.5
1115,2022-03-12,2025,Mar,Q1,Bournville,Premium,South India,Modern Trade,422,90,47988.32,27430,12717.31,0.09,34561.8
1116,2022-03-17,2023,Mar,Q1,Gems,Value,South India,E-Commerce,1093,20,20724.87,15302,4584.77,0.09,19892.6
1117,2022-03-07,2025,Mar,Q1,Celebrations Box,Premium,South India,Modern Trade,988,250,250867.86,177840,79825.09,0.13,214890
1118,2022-03-01,2023,Mar,Q1,Oreo,Mid-range,South India,E-Commerce,290,40,13542.65,8120,3475.93,0.11,10324
1119,2022-03-22,2025,Mar,Q1,Fuse,Value,South India,General Trade,945,35,29036.32,22680,9918.74,0.06,31090.5
1120,2022-03-28,2024,Mar,Q1,Caramel,Mid-range,South India,E-Commerce,1476,55,84080.33,56088,16525.99,0.05,77121
1121,2022-03-17,2023,Mar,Q1,Dairy Milk,Mid-range,West India,Modern Trade,1674,45,98493.29,58590,31264.35,0.14,64783.8
1122,2022-03-13,2024,Mar,Q1,Dairy Milk Silk,Premium,West India,E-Commerce,1565,75,182071.19,81380,61759.69,0.06,110332.5
1123,2022-03-14,2024,Mar,Q1,5 Star,Value,West India,E-Commerce,1335,30,27094.01,29370,8959.54,0.02,39249
1124,2022-03-06,2025,Mar,Q1,Perk,Value,West India,Institutional,1587,25,25868.73,28566,4839.37,0.11,35310.75
1125,2022-03-01,2025,Mar,Q1,Bournville,Premium,West India,E-Commerce,1031,90,103627.82,67015,27916.58,0.08,85366.8
1126,2022-03-26,2025,Mar,Q1,Gems,Value,West India,E-Commerce,787,20,14162.73,11018,4513.99,0.03,15267.8
1127,2022-03-22,2024,Mar,Q1,Celebrations Box,Premium,West India,E-Commerce,1152,250,294364.52,207360,67631.42,0.07,267840
1128,2022-03-26,2024,Mar,Q1,Oreo,Mid-range,West India,General Trade,1246,40,46783.43,34888,11239.25,0.07,46351.2
1129,2022-03-17,2024,Mar,Q1,Fuse,Value,West India,General Trade,1549,35,47578.65,37176,13603.43,0.01,53672.85
1130,2022-03-25,2025,Mar,Q1,Caramel,Mid-range,West India,E-Commerce,391,55,19164.41,14858,6047.53,0.12,18924.4
1131,2022-03-26,2024,Mar,Q1,Dairy Milk,Mid-range,East India,General Trade,1577,45,89421.54,55195,20080.58,0.05,67416.75
1132,2022-03-08,2023,Mar,Q1,Dairy Milk Silk,Premium,East India,General Trade,501,75,60658.49,26052,14604.77,0,37575
1133,2022-03-03,2024,Mar,Q1,5 Star,Value,East India,Institutional,1451,30,36839.32,31922,7361.29,0.13,37871.1
1134,2022-03-19,2024,Mar,Q1,Perk,Value,East India,Institutional,1048,25,23579.02,18864,5325.47,0.13,22794
1135,2022-03-16,2025,Mar,Q1,Bournville,Premium,East India,General Trade,1671,90,154171.75,108615,30752.13,0.1,135351
1136,2022-03-23,2025,Mar,Q1,Gems,Value,East India,Institutional,699,20,16721.03,9786,5650.85,0.02,13700.4
1137,2022-03-04,2025,Mar,Q1,Celebrations Box,Premium,East India,Modern Trade,1737,250,411791.46,312660,112064.14,0.13,377797.5
1138,2022-03-23,2023,Mar,Q1,Oreo,Mid-range,East India,Institutional,648,40,26389.19,18144,8571.24,0.03,25142.4
1139,2022-03-28,2024,Mar,Q1,Fuse,Value,East India,Institutional,302,35,12273.03,7248,4057.49,0.08,9724.4
1140,2022-03-15,2025,Mar,Q1,Caramel,Mid-range,East India,Modern Trade,1134,55,57117.13,43092,12330.31,0.02,61122.6
1141,2022-03-20,2025,Mar,Q1,Dairy Milk,Mid-range,International,E-Commerce,1746,45,104943.56,61110,32172.63,0.13,68355.9
1142,2022-03-15,2023,Mar,Q1,Dairy Milk Silk,Premium,International,Institutional,1901,75,233903.75,98852,44167.56,0.14,122614.5
1143,2022-03-15,2023,Mar,Q1,5 Star,Value,International,General Trade,1723,30,40304.86,37906,13880.73,0.13,44970.3
1144,2022-03-21,2025,Mar,Q1,Perk,Value,International,E-Commerce,1739,25,35465.96,31302,6648.95,0.04,41736
1145,2022-03-16,2023,Mar,Q1,Bournville,Premium,International,E-Commerce,1768,90,187436.71,114920,46657.93,0.12,140025.6
1146,2022-03-23,2025,Mar,Q1,Gems,Value,International,General Trade,762,20,15822.26,10668,4170.95,0.07,14173.2
1147,2022-03-11,2025,Mar,Q1,Celebrations Box,Premium,International,E-Commerce,680,250,169186.14,122400,53660.8,0.04,163200
1148,2022-03-13,2023,Mar,Q1,Oreo,Mid-range,International,Modern Trade,483,40,22448,13524,6435.75,0.02,18933.6
1149,2022-03-14,2024,Mar,Q1,Fuse,Value,International,General Trade,1646,35,54563.69,39504,17538.57,0.03,55881.7
1150,2022-03-14,2024,Mar,Q1,Caramel,Mid-range,International,Institutional,877,55,48091.8,33326,14174.5,0.08,44376.2
1151,2022-04-13,2024,Apr,Q2,Dairy Milk,Mid-range,North India,Modern Trade,623,45,41986.4,21805,11051.79,0.12,24670.8
1152,2022-04-19,2024,Apr,Q2,Dairy Milk Silk,Premium,North India,Modern Trade,1954,75,218086.99,101608,54720.01,0.13,127498.5
1153,2022-04-12,2024,Apr,Q2,5 Star,Value,North India,Institutional,1176,30,26282.09,25872,8695.41,0,35280
1154,2022-04-27,2024,Apr,Q2,Perk,Value,North India,E-Commerce,1743,25,31739.57,31374,10664.8,0.06,40960.5
1155,2022-04-18,2023,Apr,Q2,Bournville,Premium,North India,Institutional,1302,90,114956.36,84630,38641.55,0.11,104290.2
1156,2022-04-14,2023,Apr,Q2,Gems,Value,North India,General Trade,1199,20,23269.55,16786,6335.9,0.03,23260.6
1157,2022-04-22,2024,Apr,Q2,Celebrations Box,Premium,North India,Institutional,259,250,60823.46,46620,20663.01,0.06,60865
1158,2022-04-15,2025,Apr,Q2,Oreo,Mid-range,North India,Institutional,1683,40,67300.98,47124,20656.95,0.02,65973.6
1159,2022-04-13,2024,Apr,Q2,Fuse,Value,North India,General Trade,1474,35,58668.21,35376,15307.59,0.08,47462.8
1160,2022-04-05,2024,Apr,Q2,Caramel,Mid-range,North India,Modern Trade,371,55,21116.47,14098,6545.55,0.1,18364.5
1161,2022-04-13,2024,Apr,Q2,Dairy Milk,Mid-range,South India,Institutional,572,45,44603.87,20020,9061.08,0.01,25482.6
1162,2022-04-11,2024,Apr,Q2,Dairy Milk Silk,Premium,South India,E-Commerce,633,75,80676.04,32916,19212.1,0.07,44151.75
1163,2022-04-27,2025,Apr,Q2,5 Star,Value,South India,Institutional,769,30,18086.75,16918,3830.44,0.11,20532.3
1164,2022-04-16,2024,Apr,Q2,Perk,Value,South India,Institutional,716,25,11706.5,12888,3948.87,0.13,15573
1165,2022-04-12,2023,Apr,Q2,Bournville,Premium,South India,Modern Trade,1734,90,200127.11,112710,41382.06,0.08,143575.2
1166,2022-04-21,2024,Apr,Q2,Gems,Value,South India,General Trade,1531,20,35320.31,21434,8734.27,0.01,30313.8
1167,2022-04-08,2025,Apr,Q2,Celebrations Box,Premium,South India,Modern Trade,1744,250,511987.24,313920,165165.4,0,436000
1168,2022-04-05,2025,Apr,Q2,Oreo,Mid-range,South India,General Trade,1918,40,70725.65,53704,16815.36,0,76720
1169,2022-04-04,2025,Apr,Q2,Fuse,Value,South India,General Trade,458,35,17069.96,10992,4698.36,0.07,14907.9
1170,2022-04-25,2023,Apr,Q2,Caramel,Mid-range,South India,General Trade,1152,55,70463.82,43776,23417.46,0.1,57024
1171,2022-04-24,2025,Apr,Q2,Dairy Milk,Mid-range,West India,E-Commerce,543,45,34684.67,19005,10038.5,0.09,22235.85
1172,2022-04-10,2024,Apr,Q2,Dairy Milk Silk,Premium,West India,Modern Trade,1792,75,207765.33,93184,39576.81,0.12,118272
1173,2022-04-10,2023,Apr,Q2,5 Star,Value,West India,Modern Trade,1385,30,33472.61,30470,11481.87,0,41550
1174,2022-04-07,2025,Apr,Q2,Perk,Value,West India,Institutional,1012,25,22684.79,18216,7323.71,0.14,21758
1175,2022-04-21,2025,Apr,Q2,Bournville,Premium,West India,Modern Trade,1412,90,158425.7,91780,30913.99,0.1,114372
1176,2022-04-10,2023,Apr,Q2,Gems,Value,West India,General Trade,408,20,8823.56,5712,1982.4,0.1,7344
1177,2022-04-26,2023,Apr,Q2,Celebrations Box,Premium,West India,Modern Trade,1830,250,476538.68,329400,140774.26,0.15,388875
1178,2022-04-22,2024,Apr,Q2,Oreo,Mid-range,West India,Modern Trade,911,40,42221.02,25508,10541.93,0.08,33524.8
1179,2022-04-11,2025,Apr,Q2,Fuse,Value,West India,E-Commerce,341,35,10224.34,8184,2978.51,0.08,10980.2
1180,2022-04-16,2024,Apr,Q2,Caramel,Mid-range,West India,Modern Trade,1939,55,102382.39,73682,20196.07,0.06,100246.3
1181,2022-04-21,2024,Apr,Q2,Dairy Milk,Mid-range,East India,Modern Trade,1087,45,64336.44,38045,14497.65,0.14,42066.9
1182,2022-04-06,2024,Apr,Q2,Dairy Milk Silk,Premium,East India,Institutional,1648,75,169026.78,85696,34797.4,0.02,121128
1183,2022-04-18,2025,Apr,Q2,5 Star,Value,East India,E-Commerce,1461,30,28880.48,32142,8144.01,0.12,38570.4
1184,2022-04-24,2025,Apr,Q2,Perk,Value,East India,Institutional,1152,25,21890.19,20736,7005.06,0.07,26784
1185,2022-04-27,2024,Apr,Q2,Bournville,Premium,East India,E-Commerce,860,90,106099.76,55900,31995.05,0.13,67338
1186,2022-04-08,2025,Apr,Q2,Gems,Value,East India,Modern Trade,771,20,15635.81,10794,3067.86,0.13,13415.4
1187,2022-04-13,2025,Apr,Q2,Celebrations Box,Premium,East India,Institutional,1367,250,395960.78,246060,130952.18,0.09,310992.5
1188,2022-04-11,2024,Apr,Q2,Oreo,Mid-range,East India,E-Commerce,258,40,9651.23,7224,3131.54,0.07,9597.6
1189,2022-04-26,2023,Apr,Q2,Fuse,Value,East India,General Trade,1198,35,42253.98,28752,8085.24,0.03,40672.1
1190,2022-04-20,2024,Apr,Q2,Caramel,Mid-range,East India,E-Commerce,897,55,48226.7,34086,15871.83,0.04,47361.6
1191,2022-04-07,2023,Apr,Q2,Dairy Milk,Mid-range,International,E-Commerce,1338,45,74657.79,46830,23680.05,0,60210
1192,2022-04-16,2024,Apr,Q2,Dairy Milk Silk,Premium,International,Modern Trade,694,75,70194.99,36088,16346.29,0.11,46324.5
1193,2022-04-23,2025,Apr,Q2,5 Star,Value,International,General Trade,1614,30,37990.26,35508,8377.86,0.07,45030.6
1194,2022-04-03,2025,Apr,Q2,Perk,Value,International,Institutional,1117,25,20126.97,20106,3873.98,0.12,24574
1195,2022-04-08,2025,Apr,Q2,Bournville,Premium,International,E-Commerce,653,90,72668.79,42445,21474.91,0.06,55243.8
1196,2022-04-16,2024,Apr,Q2,Gems,Value,International,E-Commerce,1559,20,29419.04,21826,8640.51,0.09,28373.8
1197,2022-04-18,2024,Apr,Q2,Celebrations Box,Premium,International,E-Commerce,1071,250,315936.67,192780,107606.66,0.15,227587.5
1198,2022-04-09,2025,Apr,Q2,Oreo,Mid-range,International,E-Commerce,920,40,32215.46,25760,8701.31,0.11,32752
1199,2022-04-24,2024,Apr,Q2,Fuse,Value,International,E-Commerce,714,35,26165.52,17136,8897.23,0.03,24240.3
1200,2022-04-18,2025,Apr,Q2,Caramel,Mid-range,International,General Trade,846,55,44117.83,32148,10276.32,0.02,45599.4
1201,2022-05-16,2025,May,Q2,Dairy Milk,Mid-range,North India,General Trade,592,45,41462.78,20720,13567.8,0.03,25840.8
1202,2022-05-25,2023,May,Q2,Dairy Milk Silk,Premium,North India,E-Commerce,1683,75,157074.49,87516,30069.01,0.09,114864.75
1203,2022-05-10,2025,May,Q2,5 Star,Value,North India,E-Commerce,405,30,7777.02,8910,2500.77,0.12,10692
1204,2022-05-01,2025,May,Q2,Perk,Value,North India,General Trade,939,25,17772.91,16902,4484.94,0.03,22770.75
1205,2022-05-02,2024,May,Q2,Bournville,Premium,North India,General Trade,761,90,87272.96,49465,25521.13,0.01,67805.1
1206,2022-05-21,2025,May,Q2,Gems,Value,North India,E-Commerce,1628,20,37832.06,22792,11360.45,0.14,28001.6
1207,2022-05-19,2025,May,Q2,Celebrations Box,Premium,North India,Institutional,410,250,102666.17,73800,30001.14,0.13,89175
1208,2022-05-11,2024,May,Q2,Oreo,Mid-range,North India,E-Commerce,1161,40,52258.22,32508,12271.29,0.07,43189.2
1209,2022-05-28,2024,May,Q2,Fuse,Value,North India,General Trade,305,35,9080.98,7320,2200.43,0.04,10248
1210,2022-05-13,2024,May,Q2,Caramel,Mid-range,North India,Institutional,433,55,28076.93,16454,8852.36,0.12,20957.2
